embb_rate,embb_users,embb_req,urllc_rate,urllc_users,urllc_req,miot_rate,miot_users,miot_req,mmtc_rate,mmtc_users,mmtc_req,voice_rate,voice_users,voice_req
7888576080,128,31883435989,0,85,0,207835972,74,207835972,0,61,0,0,82,0
6011839459,152,26404023899,0,95,0,141963225,85,141963225,0,85,0,0,92,0
8474724068,122,29922830028,0,64,0,209538771,60,209538771,0,54,0,0,61,0
6060955310,169,27120524659,0,127,0,126159994,101,126159994,0,102,0,0,117,0
8070621191,143,33465698684,0,86,0,259890734,79,259890734,0,74,0,0,79,0
6318510698,143,25740790740,0,92,0,119970043,77,119970043,0,73,0,0,81,0
7614208579,128,28246936708,0,69,0,174583622,67,174583622,0,60,0,0,69,0
5848190536,166,27729824848,0,126,0,145516136,102,145516136,0,98,0,0,106,0
8224066553,142,33873224688,0,87,0,247828485,81,247828485,0,69,0,0,87,0
6242939105,162,28356762808,0,131,0,171186123,93,171186123,0,99,0,0,110,0
6519290366,174,32683200792,0,141,0,261981702,108,261981702,0,105,0,0,126,0
8585522763,128,30514506442,0,94,0,183649796,72,183649796,0,74,0,0,88,0
5753982269,161,23638958591,0,113,0,174222172,90,174222172,0,85,0,0,108,0
7643524020,130,29001736819,0,94,0,208508984,87,208508984,0,74,0,0,82,0
5602348352,167,25801690991,0,128,0,211695347,105,211695347,0,95,0,0,121,0
8968342287,128,32777918059,0,81,0,213636624,72,213636624,0,52,0,0,77,0
7146813041,128,25249995545,0,69,0,101341790,63,101341790,0,52,0,0,71,0
7194523531,111,22335285114,0,47,0,122292260,51,122292260,0,43,0,0,55,0
6111779713,93,17287011770,0,32,0,92469306,44,92469306,0,35,0,0,43,0
4615405596,141,17646128055,0,103,0,103403348,73,103403348,0,75,0,0,95,0
6040242262,163,29954957516,0,119,0,188892354,91,188892354,0,83,0,0,110,0
7922045961,140,32780669010,0,93,0,185541077,68,185541077,0,57,0,0,87,0
6415449425,168,30614687341,0,138,0,158335129,100,158335129,0,101,0,0,119,0
8338958099,139,35045893336,0,105,0,238410109,79,238410109,0,75,0,0,83,0
8456156684,109,26086858831,0,70,0,94556021,53,94556021,0,42,0,0,61,0
6171858004,101,19533095833,0,65,0,135358400,54,135358400,0,41,0,0,50,0
5693095291,132,22221186766,0,90,0,135813020,79,135813020,0,71,0,0,91,0
6051338323,155,26478495870,0,123,0,235090336,101,235090336,0,92,0,0,107,0
7724892746,145,32390640624,0,103,0,187218168,83,187218168,0,72,0,0,86,0
7982957040,109,28554084582,0,71,0,149833914,61,149833914,0,49,0,0,54,0
5054466142,149,21870829782,0,117,0,136561480,91,136561480,0,95,0,0,99,0
7597157929,141,30951169136,0,111,0,233067167,91,233067167,0,84,0,0,96,0
9285648939,109,29060922542,0,67,0,143099459,54,143099459,0,47,0,0,51,0
4687841027,167,18834677300,0,126,0,152379568,97,152379568,0,102,0,0,122,0
8608971295,130,29072184829,0,79,0,229611379,69,229611379,0,53,0,0,73,0
5294122692,163,23006326229,0,128,0,161663333,100,161663333,0,94,0,0,115,0
6086520168,178,31301001008,0,146,0,277404075,112,277404075,0,109,0,0,129,0
8112223408,130,31116235879,0,101,0,222751334,90,222751334,0,84,0,0,83,0
7173564663,110,22485319974,0,77,0,169079802,67,169079802,0,53,0,0,63,0
6718221038,90,20208057892,0,40,0,86844662,43,86844662,0,35,0,0,33,0
5493833861,96,15714642075,0,51,0,96924295,57,96924295,0,46,0,0,41,0
5487014035,124,17346620158,0,91,0,145839220,78,145839220,0,69,0,0,79,0
5964321905,159,24307982491,0,117,0,216760837,101,216760837,0,92,0,0,112,0
7395943194,142,30434293060,0,113,0,196246117,86,196246117,0,71,0,0,93,0
8831452716,110,28835844138,0,65,0,136505856,55,136505856,0,43,0,0,54,0
6448660470,118,20071428818,0,76,0,103357905,58,103357905,0,60,0,0,55,0
5293925536,164,21881781742,0,129,0,141851299,103,141851299,0,102,0,0,115,0
6985837817,166,35083323241,0,124,0,265924708,104,265924708,0,96,0,0,113,0
8758259688,120,30969150608,0,86,0,171282451,79,171282451,0,68,0,0,89,0
5901073897,150,24974152343,0,106,0,127728175,88,127728175,0,87,0,0,107,0
7995152249,114,24799661323,0,78,0,172262139,60,172262139,0,50,0,0,79,0
4911770539,172,22269060735,0,138,0,151751704,108,151751704,0,108,0,0,124,0
7152043691,177,37762618467,0,141,0,328163258,108,328163258,0,105,0,0,127,0
7059013743,174,39608268163,0,140,0,280493675,109,280493675,0,107,0,0,125,0
7282757146,160,36588961284,0,130,0,255632627,96,255632627,0,92,0,0,108,0
8228222700,117,30945638989,0,88,0,186860130,64,186860130,0,52,0,0,66,0
6816954431,89,21646585487,0,56,0,76148636,36,76148636,0,34,0,0,35,0
4991037878,122,16118100974,0,80,0,78051127,71,78051127,0,70,0,0,76,0
6580919777,116,22439066832,0,66,0,219133878,77,219133878,0,64,0,0,63,0
6743765749,98,21310171263,0,48,0,121930043,54,121930043,0,44,0,0,47,0
4174238534,179,20111450102,0,141,0,192642764,108,192642764,0,107,0,0,124,0
9251747869,129,37373765703,0,79,0,246942867,78,246942867,0,58,0,0,62,0
6100251155,141,26969840435,0,100,0,123635712,80,123635712,0,73,0,0,86,0
8399569012,121,30893299264,0,89,0,159861439,75,159861439,0,62,0,0,67,0
6292785207,155,26942074548,0,124,0,190454544,90,190454544,0,82,0,0,99,0
9519939145,118,30150408674,0,65,0,170484661,64,170484661,0,49,0,0,51,0
5183441294,166,19207316609,0,124,0,153692770,104,153692770,0,90,0,0,120,0
6411112491,176,28748488537,0,138,0,324625296,110,324625296,0,111,0,0,125,0
7582275866,170,34839443793,0,131,0,221017217,102,221017217,0,103,0,0,116,0
7464317050,145,28246834409,0,111,0,237763591,91,237763591,0,77,0,0,86,0
6563452158,142,24608444676,0,103,0,246350742,89,246350742,0,83,0,0,98,0
5564707983,179,26507612690,0,145,0,231542705,112,231542705,0,108,0,0,131,0
7446418498,171,38725165782,0,137,0,276384135,105,276384135,0,105,0,0,120,0
6665461072,175,37385607366,0,135,0,265212890,101,265212890,0,105,0,0,120,0
8701454061,124,33695962869,0,96,0,174600254,72,174600254,0,71,0,0,76,0
5786927340,154,24943107048,0,123,0,152995470,90,152995470,0,93,0,0,100,0
8354242788,120,30700768254,0,85,0,188966277,69,188966277,0,70,0,0,74,0
5344479786,167,23041671763,0,127,0,164488004,103,164488004,0,90,0,0,120,0
7521685830,150,32713423323,0,106,0,244396094,95,244396094,0,77,0,0,101,0
7320447685,140,29747090246,0,90,0,172240674,85,172240674,0,70,0,0,95,0
7936486267,112,23861552042,0,73,0,165813792,67,165813792,0,46,0,0,63,0
5741564532,137,19822457300,0,91,0,115384294,72,115384294,0,75,0,0,89,0
6595165225,143,25034086340,0,87,0,192230326,78,192230326,0,80,0,0,95,0
6447214699,159,31931485712,0,118,0,164466769,98,164466769,0,93,0,0,110,0
7408292283,155,33062283327,0,114,0,278797791,92,278797791,0,86,0,0,102,0
6379035398,173,30929748814,0,141,0,220124362,111,220124362,0,106,0,0,124,0
7188555065,154,31236992432,0,125,0,303423830,92,303423830,0,93,0,0,104,0
6100568827,166,26270382083,0,134,0,208501141,104,208501141,0,103,0,0,114,0
8698528105,131,34517338124,0,95,0,215267370,76,215267370,0,65,0,0,75,0
5262576651,178,25382005740,0,144,0,191002394,110,191002394,0,107,0,0,128,0
8180145971,148,34718011439,0,104,0,276919898,88,276919898,0,73,0,0,96,0
6034683361,151,27937942495,0,113,0,189255962,85,189255962,0,81,0,0,99,0
6122774854,172,32447699333,0,126,0,257616109,107,257616109,0,102,0,0,120,0
7043822591,181,39229586353,0,142,0,283414844,109,283414844,0,107,0,0,127,0
8492801809,157,40300384444,0,117,0,225543861,92,225543861,0,91,0,0,106,0
7821890312,135,29161896726,0,108,0,181282464,79,181282464,0,82,0,0,98,0
6408357555,161,26423872537,0,137,0,179681149,101,179681149,0,103,0,0,119,0
8264565762,141,29686920427,0,94,0,221390648,78,221390648,0,77,0,0,94,0
5903812495,166,20543967952,0,131,0,169453348,102,169453348,0,94,0,0,113,0
8665029996,129,29545382709,0,82,0,247768487,69,247768487,0,62,0,0,80,0
7231700487,113,20388096315,0,61,0,127794331,60,127794331,0,57,0,0,71,0
5750085295,83,18262647468,0,35,0,153797920,39,153797920,0,30,0,0,39,0
4722731578,102,15186037248,0,66,0,62601388,64,62601388,0,46,0,0,55,0
5252448093,143,24809295039,0,102,0,188232942,90,188232942,0,71,0,0,83,0
8513108925,124,34074920533,0,90,0,174922480,80,174922480,0,66,0,0,76,0
7413485831,116,25331277076,0,74,0,143808040,69,143808040,0,59,0,0,68,0
6913577936,98,20440217671,0,55,0,124245725,49,124245725,0,40,0,0,43,0
4207988906,151,15566524095,0,109,0,92728525,77,92728525,0,79,0,0,91,0
6005337286,173,30199032911,0,142,0,232510128,107,232510128,0,104,0,0,120,0
9307146392,123,34077700667,0,82,0,236635559,75,236635559,0,56,0,0,78,0
7740054839,102,22380382393,0,65,0,81562733,47,81562733,0,41,0,0,46,0
4588902807,171,19475224485,0,140,0,137335096,105,137335096,0,108,0,0,122,0
7033970369,168,34062351088,0,131,0,294303323,101,294303323,0,96,0,0,116,0
7953214737,131,30618773450,0,95,0,142353271,80,142353271,0,70,0,0,86,0
5682586979,162,26393263100,0,130,0,237675912,106,237675912,0,100,0,0,113,0
7766940352,155,36066400680,0,116,0,206202913,89,206202913,0,88,0,0,109,0
